"name","country","type","filterType","isMotorized","isMechanized","isHorsed","isCarrier","isRecon","isParatrooper","isEngineers","isCavalry","isOnBoat","isDropable","isTrain","isSubmarine","isSupplyShip","isConvoy","canCarryRockets","canCarryBombs","canCarryTorpedo","isInfantry","isFootInfantry","isTransportCandidate"
"Colorado class dreadnought","USA","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Colossus class escort carrier","Great Britain","Boat","FilterBoat","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True"
"Comet I","Great Britain","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Commandos","Great Britain","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Commencement Bay class escort carrier","USA","Boat","FilterBoat","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True"
"Conscript","Soviet Union","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Consolidated TBY Sea Wolf","USA","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"Constantin Constantinescu","Romania","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Conte di Cavour class battleship","Italy","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Convoy","USA","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","New Zealand","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Netherlands","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","British Raj","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Portugal","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Nazi Germany","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Vichy France","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Yugoslavia","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Turkey","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Soviet Union","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Spain","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Romania","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Slovakia","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Sweden","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Philippines","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Norway","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Thailand","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Poland","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Finland","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Estonia","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Denmark","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","France","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Greece","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Great Britain","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Afghanistan","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Belgium","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Brazil","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Bulgaria","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Canada","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Australia","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Croatia","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","China","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Hungary","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Italy","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Ireland","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Iraq","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Japan","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Latvia","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Lithuania","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Luxembourg","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"Convoy","Iran","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True"
"County class heavy cruiser","Great Britain","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"County class heavy cruiser","Australia","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Courageous class carrier","Great Britain","Boat","FilterBoat","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True"
"Courbet class dreadnought","France","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Courtney Hodges","USA","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Cromwell Mk. IV","Great Britain","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Cromwell Mk. VI CS","Australia","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Cromwell Mk. VI CS","Great Britain","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Cromwell Mk. VII","Great Britain","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Cromwell Mk. VII Tulip","Great Britain","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Cruiser Mk. I","Great Britain","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Cruiser Mk. IV","Great Britain","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Cruiser Mk. IV","Australia","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Cruiser Mk. VIII Challenger","Great Britain","Tank","FilterAntitank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Crusader Mk. I","Australia","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Crusader Mk. I","Great Britain","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Crusader Mk. II","Great Britain","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Crusader Mk. II","Australia","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Crusader Mk. III","Australia","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Crusader Mk. III","Great Britain","Tank","FilterTank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Crusader Mk. III AA Mk. I","Great Britain","Tank","FilterAA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Crusader Mk. III AA Mk. II","Canada","Tank","FilterAA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Crusader Mk. III AA Mk. II","Great Britain","Tank","FilterAA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Curtiss Hawk 75A","China","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Curtiss Hawk 75A","Norway","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Curtiss Hawk 75A","Finland","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Curtiss Hawk 75A","Vichy France","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Curtiss Hawk 75A","France","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Curtiss P-40A Warhawk","USA","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Curtiss P-40C Warhawk","China","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Curtiss P-40N Warhawk","USA","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Curtiss P-40N Warhawk","Turkey","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Curtiss P-40N Warhawk","Australia","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Curtiss P-43A Lancer","China","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Curtiss P-43A Lancer","USA","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Curtiss SB2C Helldiver","USA","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False"
"Curtiss SBC Helldiver","France","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False"
"Curtiss SC Seahawk","USA","Plane","FilterFighter","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Curtiss-Wright 21 Demon","Netherlands","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Czech hedgehog","Switzerland","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Thailand","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Soviet Union","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Slovakia","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Sweden","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Spain","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Japan","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Communist China","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Spanish Republic","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Yugoslavia","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Turkey","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","USA","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Vichy France","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Australia","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Greece","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Great Britain","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Iran","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Hungary","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Nazi Germany","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Netherlands","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","France","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Finland","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Lithuania","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Luxembourg","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Latvia","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Italy","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Iraq","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Mongolia","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Manchukuo","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Ireland","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Saudi Arabia","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Canada","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","China","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Romania","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Portugal","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Poland","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Bulgaria","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","British Raj","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Estonia","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","New Zealand","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Belgium","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Norway","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Croatia","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Philippines","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Czech hedgehog","Denmark","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"D3 gunboat","Soviet Union","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Daimler Armoured Car","Great Britain","Tank","FilterTank","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Daimler Dingo","Australia","Tank","FilterTank","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Daimler Dingo","Turkey","Tank","FilterTank","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Daimler Dingo","Canada","Tank","FilterTank","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Daimler Dingo","Great Britain","Tank","FilterTank","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dalmacija class light cruiser","Yugoslavia","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Danae class light cruiser","Poland","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Danilo Kalafatovic","Yugoslavia","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"DAR 10","Bulgaria","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"De Ruyter light cruiser","Netherlands","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Delfinul class submarine","Romania","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"Demirhisar class destroyer","Turkey","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Desantniki","Soviet Union","Infantry","FilterInfantry","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Deutschland class dreadnought","Nazi Germany","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Deutschland class heavy cruiser","Nazi Germany","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dewoitine D.37","Spanish Republic","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dewoitine D.371","France","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dewoitine D.371","Vichy France","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dewoitine D.510","France","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dewoitine D.510","Vichy France","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dewoitine D520","France","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dewoitine D520","Vichy France","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dewoitine D520","Bulgaria","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Diane class submarine","France","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"Dicker Max","Nazi Germany","Tank","FilterAntitank","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dido class light cruiser","Great Britain","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dimitrije Živkovic","Yugoslavia","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Dimitrios Psarros","Greece","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Dolphin class submarine","USA","Boat","FilterBoat","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False"
"Dornier 17 E","Nazi Germany","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dornier 17 E","Croatia","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dornier 17 E","Spain","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dornier 17 K","Bulgaria","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dornier 17 Z","Finland","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dornier 215","Hungary","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dornier 215","Nazi Germany","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dornier 217","Nazi Germany","Plane","FilterBomber","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dornier 335A","Nazi Germany","Plane","FilterFighter","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False"
"Douglas 8A-3N","Netherlands","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Douglas MacArthur","USA","Infantry","FilterInfantry","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False"
"Douglas SBD-3 Dauntless","USA","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Douglas TBD Devastator","USA","Plane","FilterCAS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"Douro class destroyer","Portugal","Boat","FilterBoat","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Great Britain","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","France","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Japan","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Finland","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Italy","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Iraq","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Ireland","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Greece","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Hungary","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Iran","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Belgium","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Brazil","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","British Raj","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","New Zealand","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Afghanistan","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Australia","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Croatia","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Denmark","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Estonia","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Bulgaria","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Canada","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","China","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Portugal","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Romania","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Saudi Arabia","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Poland","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Vichy France","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
